                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    127,                 1.0614,                0.85047,                 1.1435,                0.80515,                0.65858,                0.75659,                0.52981,                0.97766,                0.72072,                 1.0686,               0.005875,               0.005875,               0.005875
                    128,                 1.0579,                 0.8454,                 1.1421,                0.80865,                0.65804,                0.75667,                0.52937,                0.97735,                0.71992,                 1.0682,               0.005842,               0.005842,               0.005842
                    129,                 1.0554,                0.84709,                 1.1407,                0.80333,                 0.6598,                 0.7575,                0.52961,                0.97722,                0.71959,                  1.068,               0.005809,               0.005809,               0.005809
                    130,                 1.0574,                 0.8451,                 1.1426,                0.80518,                0.66027,                0.75751,                0.52993,                0.97713,                0.71897,                 1.0677,               0.005776,               0.005776,               0.005776
                    131,                  1.055,                0.84437,                 1.1413,                0.80296,                0.66337,                0.75722,                0.52996,                0.97679,                0.71905,                 1.0675,               0.005743,               0.005743,               0.005743
                    132,                 1.0572,                0.84579,                  1.142,                0.80443,                0.66079,                0.75723,                0.52975,                0.97714,                0.71793,                 1.0678,                0.00571,                0.00571,                0.00571
                    133,                 1.0547,                 0.8462,                 1.1404,                0.80138,                0.66194,                0.75694,                0.52974,                0.97689,                0.71792,                 1.0677,               0.005677,               0.005677,               0.005677
                    134,                 1.0536,                0.84017,                 1.1393,                 0.7992,                0.66079,                0.75725,                0.53032,                0.97654,                0.71814,                 1.0675,               0.005644,               0.005644,               0.005644
                    135,                 1.0534,                0.84291,                 1.1409,                0.80205,                0.65876,                 0.7568,                0.53066,                0.97646,                0.71816,                 1.0672,               0.005611,               0.005611,               0.005611
                    136,                 1.0545,                0.84354,                 1.1413,                0.80316,                0.66029,                0.75786,                0.53074,                0.97555,                0.71769,                 1.0662,               0.005578,               0.005578,               0.005578
                    137,                 1.0536,                0.84365,                 1.1405,                0.79755,                0.66293,                0.75804,                0.53065,                0.97564,                0.71819,                 1.0666,               0.005545,               0.005545,               0.005545
                    138,                 1.0521,                 0.8405,                 1.1394,                0.79922,                0.66324,                0.75788,                0.53034,                0.97605,                0.71828,                 1.0668,               0.005512,               0.005512,               0.005512
                    139,                 1.0521,                0.83786,                 1.1382,                0.80228,                0.65978,                0.75718,                 0.5305,                0.97591,                0.71826,                 1.0667,               0.005479,               0.005479,               0.005479
                    140,                 1.0502,                0.83956,                 1.1379,                0.79896,                0.66281,                0.75755,                0.53048,                0.97531,                0.71756,                 1.0662,               0.005446,               0.005446,               0.005446
                    141,                 1.0505,                 0.8376,                 1.1366,                0.79625,                0.66336,                0.75727,                0.53022,                0.97471,                0.71686,                 1.0658,               0.005413,               0.005413,               0.005413
                    142,                 1.0484,                0.83624,                 1.1373,                0.79483,                0.66378,                0.75713,                0.53023,                0.97399,                0.71656,                 1.0653,                0.00538,                0.00538,                0.00538
                    143,                 1.0489,                0.83599,                 1.1375,                0.79415,                0.66717,                 0.7579,                0.53074,                0.97401,                0.71628,                 1.0652,               0.005347,               0.005347,               0.005347
                    144,                 1.0476,                0.83613,                 1.1367,                0.79191,                0.66904,                0.75833,                0.53141,                0.97399,                0.71531,                  1.065,               0.005314,               0.005314,               0.005314
                    145,                 1.0465,                0.83519,                 1.1355,                0.79535,                0.66621,                0.75886,                0.53205,                0.97394,                0.71465,                 1.0652,               0.005281,               0.005281,               0.005281
                    146,                 1.0468,                0.83741,                 1.1383,                0.79516,                0.66882,                0.75916,                0.53201,                0.97397,                0.71401,                 1.0652,               0.005248,               0.005248,               0.005248
                    147,                  1.047,                0.83236,                  1.136,                0.79557,                0.66965,                0.75954,                0.53228,                0.97458,                0.71393,                 1.0658,               0.005215,               0.005215,               0.005215
                    148,                 1.0469,                0.83418,                 1.1378,                0.79972,                0.66693,                0.75936,                0.53226,                0.97441,                0.71419,                 1.0655,               0.005182,               0.005182,               0.005182
                    149,                 1.0453,                0.83124,                 1.1341,                  0.802,                0.66477,                0.75935,                  0.532,                0.97439,                0.71452,                 1.0657,               0.005149,               0.005149,               0.005149
                    150,                 1.0463,                0.83201,                 1.1344,                0.79954,                 0.6664,                 0.7594,                0.53265,                0.97413,                0.71427,                 1.0658,               0.005116,               0.005116,               0.005116
                    151,                 1.0444,                0.82903,                 1.1338,                 0.8002,                0.66543,                0.75954,                 0.5325,                0.97319,                 0.7136,                 1.0652,               0.005083,               0.005083,               0.005083
                    152,                 1.0439,                0.82961,                 1.1332,                 0.8005,                 0.6664,                0.76012,                0.53279,                 0.9729,                0.71287,                 1.0649,                0.00505,                0.00505,                0.00505
                    153,                 1.0421,                0.82854,                 1.1335,                0.79694,                0.66853,                0.75989,                0.53299,                 0.9727,                0.71175,                 1.0649,               0.005017,               0.005017,               0.005017
                    154,                 1.0445,                0.82936,                  1.134,                0.80422,                0.66521,                0.76025,                0.53338,                0.97279,                0.71189,                 1.0648,               0.004984,               0.004984,               0.004984
                    155,                 1.0417,                0.82834,                 1.1344,                0.80713,                0.66509,                 0.7608,                 0.5333,                0.97247,                0.71199,                 1.0644,               0.004951,               0.004951,               0.004951
                    156,                 1.0421,                0.82848,                  1.134,                0.80435,                0.66477,                 0.7598,                0.53311,                0.97206,                0.71193,                 1.0641,               0.004918,               0.004918,               0.004918
                    157,                 1.0421,                0.82477,                 1.1319,                0.80211,                0.66666,                 0.7596,                0.53331,                0.97211,                0.71292,                 1.0638,               0.004885,               0.004885,               0.004885
                    158,                 1.0423,                0.82597,                 1.1321,                0.80165,                0.66814,                0.75967,                0.53323,                0.97181,                0.71301,                 1.0639,               0.004852,               0.004852,               0.004852
                    159,                 1.0425,                0.82605,                  1.132,                0.80535,                0.66774,                0.76031,                0.53404,                0.97202,                0.71281,                  1.064,               0.004819,               0.004819,               0.004819
                    160,                 1.0388,                0.82263,                  1.131,                0.80581,                0.66545,                0.76051,                0.53433,                0.97159,                0.71193,                 1.0639,               0.004786,               0.004786,               0.004786
                    161,                  1.041,                0.82701,                 1.1333,                0.80407,                0.66761,                0.76069,                0.53402,                0.97141,                0.71161,                  1.064,               0.004753,               0.004753,               0.004753
                    162,                 1.0413,                0.82422,                 1.1315,                0.80405,                0.66744,                0.76025,                0.53407,                0.97171,                 0.7112,                 1.0642,                0.00472,                0.00472,                0.00472
                    163,                 1.0376,                0.82258,                 1.1295,                0.80718,                0.66551,                0.76077,                0.53415,                0.97082,                0.71015,                 1.0638,               0.004687,               0.004687,               0.004687
                    164,                 1.0357,                0.82122,                 1.1297,                0.80858,                0.66359,                0.76082,                0.53465,                 0.9702,                0.70995,                 1.0635,               0.004654,               0.004654,               0.004654
                    165,                 1.0361,                0.82044,                 1.1301,                0.81023,                0.66241,                0.76142,                0.53442,                0.96981,                0.71022,                 1.0633,               0.004621,               0.004621,               0.004621
                    166,                 1.0356,                0.81863,                 1.1287,                0.81218,                0.66182,                0.76167,                0.53481,                 0.9704,                0.70994,                 1.0634,               0.004588,               0.004588,               0.004588
                    167,                 1.0327,                0.81882,                 1.1275,                0.81377,                0.66096,                0.76148,                0.53468,                0.97022,                0.71032,                  1.063,               0.004555,               0.004555,               0.004555
                    168,                 1.0364,                0.81714,                 1.1269,                0.81121,                0.66376,                0.76134,                0.53461,                 0.9709,                0.70975,                 1.0635,               0.004522,               0.004522,               0.004522
                    169,                 1.0362,                0.81636,                 1.1274,                0.80975,                0.66362,                0.76163,                0.53441,                0.97094,                0.70971,                 1.0634,               0.004489,               0.004489,               0.004489
                    170,                 1.0326,                0.81616,                 1.1276,                0.80728,                0.66485,                0.76117,                0.53369,                0.97079,                0.71048,                  1.063,               0.004456,               0.004456,               0.004456
                    171,                 1.0317,                0.81343,                 1.1266,                0.80412,                0.66572,                0.76086,                0.53387,                0.97115,                0.71056,                 1.0633,               0.004423,               0.004423,               0.004423
                    172,                  1.033,                0.81524,                 1.1265,                0.79898,                0.66798,                0.76164,                0.53426,                0.97087,                0.71017,                 1.0629,                0.00439,                0.00439,                0.00439
                    173,                 1.0312,                0.81285,                  1.126,                0.80017,                0.66686,                0.76095,                0.53414,                0.97112,                0.70989,                 1.0632,               0.004357,               0.004357,               0.004357
                    174,                 1.0318,                0.81096,                 1.1244,                0.79917,                0.66706,                0.76069,                0.53434,                0.97053,                 0.7093,                 1.0628,               0.004324,               0.004324,               0.004324
                    175,                 1.0315,                0.81335,                 1.1266,                0.79906,                0.66744,                0.76099,                0.53449,                0.96983,                0.70919,                 1.0621,               0.004291,               0.004291,               0.004291
                    176,                 1.0319,                0.80994,                 1.1254,                0.80486,                0.66529,                0.76093,                0.53477,                0.96995,                0.70838,                 1.0619,               0.004258,               0.004258,               0.004258
                    177,                 1.0303,                 0.8111,                 1.1254,                 0.7998,                0.66831,                0.76106,                0.53449,                0.96995,                0.70834,                 1.0614,               0.004225,               0.004225,               0.004225
                    178,                 1.0295,                0.81358,                 1.1253,                0.79912,                0.67085,                0.76164,                0.53448,                0.97031,                0.70823,                  1.062,               0.004192,               0.004192,               0.004192
                    179,                 1.0269,                0.80604,                 1.1223,                0.80034,                0.67061,                0.76168,                0.53471,                0.97041,                0.70788,                 1.0618,               0.004159,               0.004159,               0.004159
                    180,                 1.0284,                0.80834,                 1.1234,                0.80191,                0.67129,                0.76211,                  0.535,                0.97039,                0.70782,                 1.0619,               0.004126,               0.004126,               0.004126
                    181,                 1.0258,                0.80714,                 1.1231,                0.79869,                 0.6712,                0.76211,                0.53524,                0.97024,                0.70765,                 1.0616,               0.004093,               0.004093,               0.004093
                    182,                  1.026,                0.80672,                 1.1232,                0.80193,                0.67023,                 0.7618,                0.53546,                0.97039,                 0.7077,                 1.0618,                0.00406,                0.00406,                0.00406
                    183,                 1.0257,                0.80643,                 1.1235,                0.80072,                0.67238,                0.76229,                0.53536,                0.97074,                0.70757,                 1.0618,               0.004027,               0.004027,               0.004027
                    184,                 1.0272,                0.80537,                  1.123,                0.79962,                0.67334,                0.76278,                 0.5358,                 0.9711,                0.70732,                  1.062,               0.003994,               0.003994,               0.003994
                    185,                 1.0244,                0.80405,                 1.1223,                 0.8042,                0.67079,                0.76292,                0.53593,                0.97081,                0.70618,                 1.0615,               0.003961,               0.003961,               0.003961
                    186,                 1.0232,                0.80236,                 1.1208,                0.80252,                0.67072,                0.76363,                0.53636,                0.97033,                0.70593,                 1.0611,               0.003928,               0.003928,               0.003928
                    187,                 1.0228,                0.80035,                 1.1217,                0.80786,                0.66853,                0.76383,                 0.5361,                 0.9701,                0.70526,                 1.0612,               0.003895,               0.003895,               0.003895
                    188,                 1.0218,                 0.8002,                 1.1211,                0.80497,                0.67193,                0.76391,                 0.5359,                0.97017,                0.70508,                 1.0613,               0.003862,               0.003862,               0.003862
                    189,                 1.0231,                0.80127,                 1.1201,                0.80109,                0.67409,                0.76387,                0.53607,                0.97033,                0.70493,                 1.0612,               0.003829,               0.003829,               0.003829
                    190,                 1.0213,                    0.8,                 1.1206,                0.80474,                0.67252,                0.76436,                  0.536,                0.97113,                0.70482,                 1.0616,               0.003796,               0.003796,               0.003796
                    191,                 1.0177,                0.79722,                 1.1186,                 0.7994,                0.67713,                0.76498,                0.53639,                0.97179,                0.70444,                 1.0625,               0.003763,               0.003763,               0.003763
                    192,                 1.0184,                0.79547,                 1.1181,                 0.7961,                0.67664,                0.76469,                0.53665,                0.97156,                0.70433,                 1.0622,                0.00373,                0.00373,                0.00373
                    193,                 1.0183,                0.79551,                 1.1187,                0.79884,                0.67534,                0.76431,                0.53665,                0.97131,                 0.7049,                  1.062,               0.003697,               0.003697,               0.003697
                    194,                 1.0196,                0.79644,                 1.1179,                0.79865,                0.67372,                0.76447,                0.53671,                 0.9712,                0.70421,                  1.062,               0.003664,               0.003664,               0.003664
                    195,                 1.0165,                0.79333,                 1.1175,                 0.8024,                0.67165,                0.76478,                0.53685,                 0.9707,                0.70447,                 1.0617,               0.003631,               0.003631,               0.003631
                    196,                 1.0172,                0.79362,                 1.1167,                0.80341,                0.67309,                0.76467,                0.53648,                0.97092,                0.70453,                 1.0621,               0.003598,               0.003598,               0.003598
                    197,                 1.0158,                0.79365,                 1.1172,                0.80793,                0.66956,                0.76483,                0.53615,                0.97041,                 0.7044,                 1.0617,               0.003565,               0.003565,               0.003565
                    198,                 1.0173,                0.79136,                  1.115,                0.81093,                0.66894,                0.76475,                0.53627,                 0.9702,                0.70426,                 1.0614,               0.003532,               0.003532,               0.003532
                    199,                 1.0143,                0.78956,                 1.1158,                0.80801,                0.66904,                0.76502,                0.53655,                0.97027,                0.70415,                 1.0613,               0.003499,               0.003499,               0.003499
                    200,                 1.0118,                 0.7892,                 1.1159,                  0.805,                0.67175,                0.76434,                0.53633,                0.97037,                0.70466,                 1.0615,               0.003466,               0.003466,               0.003466
                    201,                 1.0123,                0.78859,                 1.1133,                0.80653,                0.67091,                0.76461,                0.53588,                 0.9703,                0.70441,                 1.0616,               0.003433,               0.003433,               0.003433
                    202,                 1.0097,                0.78591,                 1.1139,                0.80808,                0.66876,                0.76441,                0.53621,                0.96998,                0.70441,                 1.0613,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.0099,                0.78544,                 1.1131,                0.80762,                0.66902,                0.76445,                0.53697,                0.97031,                0.70462,                 1.0615,               0.003367,               0.003367,               0.003367
                    204,                 1.0109,                0.78511,                 1.1132,                0.80777,                0.66999,                0.76491,                0.53716,                0.97111,                0.70469,                 1.0617,               0.003334,               0.003334,               0.003334
                    205,                 1.0093,                0.78547,                 1.1116,                0.81116,                0.66775,                0.76469,                0.53679,                0.97093,                0.70469,                 1.0614,               0.003301,               0.003301,               0.003301
                    206,                 1.0069,                 0.7825,                 1.1108,                0.81615,                0.66577,                0.76458,                  0.537,                0.97084,                0.70438,                 1.0614,               0.003268,               0.003268,               0.003268
                    207,                 1.0048,                0.78348,                 1.1118,                 0.8138,                0.66673,                0.76457,                0.53697,                0.97092,                0.70375,                 1.0615,               0.003235,               0.003235,               0.003235
                    208,                 1.0076,                0.78154,                   1.11,                0.81498,                0.66629,                0.76452,                0.53706,                0.97103,                0.70339,                 1.0615,               0.003202,               0.003202,               0.003202
                    209,                 1.0057,                0.77866,                 1.1107,                0.81159,                0.66771,                0.76447,                0.53687,                0.97124,                0.70274,                 1.0619,               0.003169,               0.003169,               0.003169
                    210,                 1.0057,                0.77813,                 1.1087,                 0.8122,                 0.6678,                0.76432,                 0.5369,                0.97103,                0.70252,                 1.0616,               0.003136,               0.003136,               0.003136
                    211,                 1.0043,                0.77865,                  1.111,                0.81465,                0.66677,                0.76497,                0.53738,                0.97074,                0.70266,                 1.0615,               0.003103,               0.003103,               0.003103
                    212,                 1.0041,                0.77692,                 1.1093,                0.81781,                0.66548,                0.76578,                0.53737,                0.97144,                0.70266,                 1.0623,                0.00307,                0.00307,                0.00307
                    213,                 1.0032,                0.77765,                 1.1079,                0.81625,                0.66596,                0.76517,                0.53738,                0.97157,                0.70193,                 1.0624,               0.003037,               0.003037,               0.003037
                    214,                  1.003,                0.77383,                 1.1076,                   0.82,                0.66269,                0.76523,                0.53767,                0.97147,                0.70209,                 1.0622,               0.003004,               0.003004,               0.003004
                    215,                0.99852,                0.77094,                 1.1061,                 0.8191,                0.66389,                0.76509,                0.53749,                0.97072,                0.70186,                 1.0615,               0.002971,               0.002971,               0.002971
                    216,                0.99887,                0.77081,                 1.1072,                0.81912,                0.66354,                0.76584,                 0.5375,                0.96998,                0.70179,                 1.0609,               0.002938,               0.002938,               0.002938
                    217,                0.99837,                0.77045,                 1.1062,                0.81604,                0.66511,                  0.766,                0.53752,                0.97067,                0.70158,                 1.0613,               0.002905,               0.002905,               0.002905
                    218,                0.99922,                 0.7709,                 1.1063,                 0.8119,                0.66789,                 0.7656,                0.53708,                0.97113,                0.70114,                 1.0613,               0.002872,               0.002872,               0.002872
                    219,                0.99702,                0.76955,                 1.1057,                0.81315,                0.66682,                0.76586,                0.53765,                0.97106,                0.70122,                 1.0616,               0.002839,               0.002839,               0.002839
                    220,                0.99497,                0.76649,                 1.1045,                0.81043,                0.66857,                0.76603,                0.53756,                0.97065,                0.70072,                 1.0616,               0.002806,               0.002806,               0.002806
                    221,                0.99549,                0.76491,                 1.1044,                0.80943,                0.67107,                0.76646,                0.53772,                0.97043,                0.70063,                 1.0616,               0.002773,               0.002773,               0.002773
                    222,                0.99502,                0.76533,                  1.104,                0.80493,                0.67436,                0.76608,                0.53769,                0.97026,                 0.7003,                 1.0615,                0.00274,                0.00274,                0.00274
                    223,                0.99158,                0.76364,                 1.1022,                 0.8062,                0.67412,                0.76664,                0.53777,                0.97005,                0.70014,                 1.0614,               0.002707,               0.002707,               0.002707
                    224,                0.99296,                0.76249,                 1.1037,                0.80457,                0.67464,                0.76719,                0.53782,                0.97011,                0.70032,                 1.0615,               0.002674,               0.002674,               0.002674
                    225,                0.99108,                 0.7602,                 1.1016,                0.80598,                0.67393,                0.76682,                0.53804,                0.96957,                0.69995,                 1.0612,               0.002641,               0.002641,               0.002641
                    226,                0.99029,                0.75867,                 1.0994,                0.80993,                0.67256,                0.76764,                0.53864,                0.96972,                0.69907,                 1.0612,               0.002608,               0.002608,               0.002608
                    227,                0.98806,                0.75763,                 1.0995,                0.81165,                0.66908,                0.76781,                0.53874,                0.96911,                0.69894,                 1.0606,               0.002575,               0.002575,               0.002575
                    228,                0.98719,                0.75653,                 1.0992,                0.80674,                0.67528,                 0.7681,                0.53877,                0.96868,                0.69924,                 1.0603,               0.002542,               0.002542,               0.002542
                    229,                0.98758,                 0.7555,                 1.0989,                0.80694,                0.67516,                0.76752,                0.53874,                0.96934,                0.69915,                 1.0606,               0.002509,               0.002509,               0.002509
                    230,                0.98452,                0.75579,                  1.098,                0.80266,                0.67867,                0.76804,                0.53936,                0.96939,                 0.6988,                 1.0606,               0.002476,               0.002476,               0.002476
                    231,                0.98745,                0.75617,                 1.0977,                0.80405,                0.67889,                0.76716,                0.53902,                0.96953,                0.69813,                 1.0606,               0.002443,               0.002443,               0.002443
                    232,                0.98664,                0.75247,                 1.0989,                0.81057,                0.67569,                0.76751,                0.53908,                0.96974,                0.69793,                 1.0607,                0.00241,                0.00241,                0.00241
                    233,                 0.9842,                0.75039,                  1.096,                0.80946,                 0.6752,                 0.7673,                 0.5398,                0.97012,                0.69822,                 1.0608,               0.002377,               0.002377,               0.002377
                    234,                0.98392,                0.75138,                  1.096,                0.81045,                0.67589,                0.76759,                0.53956,                0.97013,                0.69783,                  1.061,               0.002344,               0.002344,               0.002344
                    235,                0.98184,                0.74846,                 1.0964,                 0.8056,                0.67745,                0.76747,                 0.5396,                0.97046,                0.69775,                 1.0611,               0.002311,               0.002311,               0.002311
                    236,                 0.9817,                0.74744,                 1.0952,                0.80711,                0.67707,                0.76765,                0.53937,                 0.9703,                 0.6974,                 1.0614,               0.002278,               0.002278,               0.002278
                    237,                0.97923,                0.74616,                 1.0958,                0.80783,                0.67787,                0.76782,                0.53936,                0.97102,                0.69736,                  1.062,               0.002245,               0.002245,               0.002245
                    238,                 0.9785,                0.74509,                 1.0947,                 0.8079,                0.67874,                0.76796,                0.53882,                 0.9714,                0.69728,                 1.0624,               0.002212,               0.002212,               0.002212
                    239,                0.97711,                0.74464,                 1.0947,                0.80977,                0.67736,                0.76817,                0.53901,                0.97144,                0.69771,                 1.0626,               0.002179,               0.002179,               0.002179
                    240,                0.97528,                0.74134,                 1.0913,                0.81034,                0.67793,                0.76843,                0.53871,                0.97145,                0.69772,                 1.0624,               0.002146,               0.002146,               0.002146
                    241,                 0.9743,                0.73903,                 1.0923,                0.81351,                0.67572,                0.76847,                0.53845,                0.97139,                0.69747,                 1.0626,               0.002113,               0.002113,               0.002113
                    242,                0.97278,                 0.7374,                 1.0914,                0.81221,                 0.6759,                0.76875,                0.53825,                0.97171,                0.69691,                 1.0629,                0.00208,                0.00208,                0.00208
                    243,                 0.9716,                0.73575,                 1.0901,                0.81111,                 0.6762,                  0.768,                0.53786,                0.97152,                0.69661,                 1.0627,               0.002047,               0.002047,               0.002047
                    244,                  0.972,                0.73413,                 1.0898,                0.81118,                0.67602,                0.76853,                0.53764,                0.97144,                0.69618,                 1.0624,               0.002014,               0.002014,               0.002014
                    245,                0.97084,                0.73283,                 1.0895,                0.81004,                0.67709,                0.76839,                0.53813,                 0.9711,                0.69588,                 1.0619,               0.001981,               0.001981,               0.001981
                    246,                0.96876,                0.73137,                 1.0882,                0.81136,                 0.6758,                0.76847,                0.53819,                0.97123,                0.69595,                 1.0618,               0.001948,               0.001948,               0.001948
                    247,                0.97048,                0.73154,                 1.0879,                0.80896,                0.67886,                0.76812,                0.53829,                0.97173,                0.69597,                 1.0619,               0.001915,               0.001915,               0.001915
                    248,                0.96536,                0.72784,                 1.0852,                0.80883,                0.67979,                0.76804,                0.53806,                0.97244,                0.69608,                 1.0619,               0.001882,               0.001882,               0.001882
                    249,                0.96499,                0.72494,                 1.0855,                0.80696,                0.68084,                0.76824,                0.53801,                0.97281,                0.69607,                 1.0621,               0.001849,               0.001849,               0.001849
                    250,                0.96558,                0.72481,                 1.0857,                0.80761,                0.68177,                0.76849,                 0.5381,                0.97258,                0.69608,                 1.0617,               0.001816,               0.001816,               0.001816
                    251,                0.96108,                0.72353,                 1.0835,                 0.8061,                0.68063,                0.76823,                0.53778,                0.97201,                0.69623,                 1.0613,               0.001783,               0.001783,               0.001783
                    252,                0.95875,                0.71873,                 1.0821,                0.80794,                0.67782,                0.76876,                0.53787,                0.97153,                 0.6962,                  1.061,                0.00175,                0.00175,                0.00175
                    253,                0.96244,                0.72188,                 1.0848,                0.81341,                0.67311,                0.76822,                 0.5377,                0.97217,                0.69601,                 1.0619,               0.001717,               0.001717,               0.001717
